Rank,CompanyName,Workers,PreviousWorker,Website,State,City,Growth,Industry,Metro,MetroCode,ZipCode,Founded
858,Alobi,10,3,alobi.io,Texas,Dallas,582,Business Products & Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75260,2015
859,New Frontier Immigration Law,47,6,http://newfrontier.us,Arizona,Phoenix,581,Legal,Phoenix,"Phoenix-Mesa-Chandler, AZ",85003,2018
860,Zipdev,2,2,zipdev.com,California,San Diego,581,Human Resources,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92108,2015
861,CampTek Software,35,10,campteksoftware.com,Maine,Portland,579,Software,Portland,"Portland-South Portland, ME",4101,2018
862,Echo Five Group,38,10,echofivegroup.com,Virginia,Alexandria,578,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22314,2017
863,Bundled Management Solutions,83,12,bundledmgmt.com,Illinois,Chicago,578,Real Estate,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60642,2017
864,US Ghost Adventures,12,3,usghostadventures.com,Massachusetts,Fall River,578,Travel & Hospitality,Providence,"Providence-Warwick, RI-MA",2721,2016
865,EZ Dental Billing,115,30,ezdentalbiling.com,Florida,Naples,578,Business Products & Services,"Naples, FL","Naples-Marco Island, FL",34104,0
866,ROAR Organic,26,3,roarorganic.com,Pennsylvania,Bethlehem,578,Food & Beverage,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",18015,2013
867,Lucrotec,54,11,lucrotec.com,New Jersey,Rockaway,577,Financial Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",7866,2016
868,Air Pros,742,500,airprosusa.com,Florida,Hollywood,576,Consumer Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33314,2017
869,Key Data Dashboard,59,17,keydatadashboard.com,Florida,Santa Rosa Beach,575,Travel & Hospitality,,"Crestview-Fort Walton Beach-Destin, FL",32459,2018
870,The Simple Life Hospitality,10,3,simpleliferentals.com,Florida,Venice,575,Travel & Hospitality,Sarasota,"North Port-Sarasota-Bradenton, FL",34293,2013
871,Events International,15,9,eventsint.com,Hawaii,Honolulu,575,Travel & Hospitality,,"Urban Honolulu, HI",96813,1987
872,IRALOGIX,106,37,iralogix.com,Pennsylvania,Pittsburgh,574,Financial Services,Pittsburgh,"Pittsburgh, PA",15212,2015
873,Aisera,260,100,http://aisera.com,California,Palo Alto,573,Software,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",94303,2017
874,Small Business Expo,21,17,thesmallbusinessexpo.com,Florida,Fort Lauderdale,573,Business Products & Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33301,2008
875,Prime IV Hydration and Wellness,19,6,primeivhydration.com,Colorado,Colorado Springs,572,Health Products,,"Colorado Springs, CO",80920,2017
876,Doc events,6,1,doc-events.com,New Jersey,New Brunswick,572,Business Products & Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",8901,1999
877,Direct Clicks,17,3,directclicksinc.com,Minnesota,Roseville,572,Advertising & Marketing,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55113,2018
878,Honest Digital,59,15,honestdigital.com,North Carolina,Asheville,571,Advertising & Marketing,Asheville,"Asheville, NC",28804,2019
879,Unboxme,2,4,unboxme.com,Colorado,DENVER,570,Retail,Denver,"Denver-Aurora-Lakewood, CO",80210,2017
880,Thorum,5,2,thorum.com,Florida,Lutz,570,Consumer Products,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33558,2012
881,One Day Came,10,13,onedaycame.com,Florida,Tampa,570,Construction,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33605,2004
882,Carolina Limo and Coach,39,11,carolinalimo.com,South Carolina,Myrtle Beach,569,Retail,Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",29588,2007
883,Hometap,188,64,hometap.com,Massachusetts,Boston,569,Real Estate,Boston,"Boston-Cambridge-Newton, MA-NH",2116,2017
884,Fountane,42,15,fountane.com,Minnesota,Mankato,568,Software,Mankato,"Mankato, MN",56001,2017
885,Performance Golf,25,7,performancegolf.com,Florida,Fort Lauderdale,568,Sports,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33301,2016
886,LEVATA Human Performance,20,9,http://levatahumanperformance.com,Colorado,Denver,568,Human Resources,Denver,"Denver-Aurora-Lakewood, CO",80222,2019
887,Verusen,44,23,verusen.com,Georgia,Atlanta,567,Software,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30308,2015
888,Embark,617,132,embarkwithus.com,Texas,Dallas,566,Business Products & Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75226,2010
889,AdvizorPro,10,2,advizorpro.com,Georgia,Atlanta,565,Software,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30309,2017
890,American Hartford Gold,201,70,americanhartfordgold.com,California,Los Angeles,565,Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90025,2015
891,My Tech Texas,50,16,mytechtexas.net,Texas,Flower Mound,564,Food & Beverage,Dallas,"Dallas-Fort Worth-Arlington, TX",75022,2011
892,Coast Medical Service,282,125,coastmedicalservice.com,California,Hermoa Beach,564,Human Resources,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90254,1979
893,GoForClose,77,23,goforclose.com,Texas,Austin,564,Real Estate,Austin,"Austin-Round Rock-Georgetown, TX",78731,2019
894,DuploCloud,62,3,duplocloud.com,California,San Jose,564,Software,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",95032,2018
895,TheGuarantors,259,55,theguarantors.com,New York,New York,562,Financial Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10007,2015
896,WILDE Brands,51,16,wildebrands.com,Tennessee,Nashville,562,Food & Beverage,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37203,2014
897,Zapps Wholesale,24,9,zappswholesale.com,North Carolina,Shelby,562,Retail,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28105,2017
898,Credique,17,6,credique.com,California,West Hollywood,562,Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90069,2018
899,Big Little Gyms,9,2,biglittlegyms.com,Arizona,Scottsdale,560,Business Products & Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85257,2019
900,Elegant Music Group,88,25,elegantmusicgroup.com,New Jersey,Montclair,559,Arts & Entertainment,New York,"New York-Newark-Jersey City, NY-NJ-PA",7042,2018
901,MGT,722,300,mgtconsulting.com,Florida,Tampa,559,Government Services,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33609,1974
902,MPL Enterprises,9,3,mplenterprises.com,Illinois,Chicago,559,Software,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60611,2011
903,Seattle Aviation Solutions,40,7,seattleav.com,Washington,Redmond,557,Business Products & Services,Seattle,"Seattle-Tacoma-Bellevue, WA",98052,2017
904,Infer Solutions,52,5,infersol.com,New Jersey,Princeton,557,Government Services,Trenton,"Trenton-Princeton, NJ",8540,2017
905,Party Land,9,5,partyland.co,California,Los Angeles,556,Advertising & Marketing,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90211,2018
906,Techline Roofing and Restoration,7,1,techlinersr.com,Texas,Canyon Lake,556,Construction,San Antonio,"San Antonio-New Braunfels, TX",78133,2012
907,Executive Career Upgrades,24,4,execupgrades.com,Florida,Punta Gorda,555,Business Products & Services,,"Punta Gorda, FL",33950,2019
908,Superior Fence,96,58,superiorfenceandrail.com,Virginia,Glen Allen,555,Construction,Richmond,"Richmond, VA",23060,2017
909,Mashgin,81,16,http://mashgin.com,California,Palo Alto,554,Retail,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",85003,2013
910,Fluency,74,22,fluency.inc,Vermont,Burlington,554,Software,Burlington,"Burlington-South Burlington, VT",5401,2017
911,Geletka+,14,3,geletkaplus.com,Illinois,Chicago,553,Advertising & Marketing,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60607,2019
912,Apollo GraphQL,228,69,apollographql.com,California,San Francisco,552,Software,San Francisco,"San Francisco-Oakland-Berkeley, CA",94141,2011
913,Martin Exteriors,42,16,martinexteriors.com,Illinois,Roscoe,552,Construction,,"Rockford, IL",61073,2006
914,Network Right,24,7,networkright.com,California,San Francisco,552,IT Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94107,2018
915,Maxfield Group,11,7,maxfieldgrp.com,Rhode Island,Cranston,551,IT Services,Providence,"Providence-Warwick, RI-MA",2920,2019
916,Virtuous Software,149,33,virtuous.org,Arizona,Phoenix,551,Software,Phoenix,"Phoenix-Mesa-Chandler, AZ",85004,2014
917,AZNUT,25,10,bpwlab.com,Florida,Hialeah Gardens,551,Manufacturing,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33018,2017
918,ITJ USA,395,86,itj.com,California,Rancho Santa FE,550,Software,,,98067,2019
919,The Rowe Solution,9,6,therowesolution.com,California,San Diego,549,Government Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92114,2019
920,CBD.market,5,3,cbd.market,California,San Diego,549,Consumer Products,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92123,2016
921,AWL Strategies,11,2,awlstrategies.com,Virginia,Silver Spring,549,Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20910,2019
922,Zeal IT Consultants,100,30,zealitconsultants.com,Texas,Dallas,549,IT Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75201,2012
923,bmp creative,31,3,http://bmpcreative.com,Minnesota,Minneapolis,548,Advertising & Marketing,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55417,2012
924,Virtual Sprout,14,6,virtualsprout.com,Ohio,Powell,547,IT Services,Columbus,"Columbus, OH",43065,2014
925,Chloeta,133,88,chloeta.com,Oklahoma,Oklahoma City,546,Security,Oklahoma City,"Oklahoma City, OK",73114,2008
926,California Recovery Center,31,10,calrecoverycenter.com,California,Roseville,546,Health Services,Sacramento,"Sacramento-Roseville-Folsom, CA",95678,2018
927,Pura Scents,177,61,pura.com,Utah,Pleasant Grove,546,Consumer Products,Provo,"Provo-Orem, UT",84062,2014
928,connectRN,200,110,connectrn.com,Massachusetts,Waltham,545,Health Services,Boston,"Boston-Cambridge-Newton, MA-NH",2453,2014
929,Vitali Partners,16,9,vitalipartners.com,Tennessee,Knoxville,544,Health Services,,"Knoxville, TN",37915,2013
930,Pathify,53,20,pathify.com,Colorado,Greenwood Village,544,Education,Denver,"Denver-Aurora-Lakewood, CO",80121,2011
931,1031 Crowdfunding,39,10,1031crowdfunding.com,California,Irvine,544,Real Estate,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92614,2014
932,Impact Analytics,452,207,impactanalytics.co,Maryland,"Washington, D.C.",543,Software,Baltimore,"Baltimore-Columbia-Towson, MD",21090,2015
933,Tiger Analytics,3970,704,tigeranalytics.com,California,Santa Clara,543,Business Products & Services,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",95054,2011
934,Bintelli,75,26,bintelli.com,South Carolina,Ladson,543,Manufacturing,Charleston,"Charleston-North Charleston, SC",29456,2000
935,All U Need Pest Control,120,24,alluneedpest.com,Florida,Fort Myers,542,Consumer Services,Cape Coral,"Cape Coral-Fort Myers, FL",33966,2003
936,Full Coverage Painting and Flooring,6,3,fullcoveragepaintingflooring.com,Georgia,Atlanta,541,Construction,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30328,2019
937,Skimmer,40,3,getskimmer.com,Texas,Austin,541,Software,Austin,"Austin-Round Rock-Georgetown, TX",78703,2017
938,SchooLinks,102,16,schoolinks.com,Texas,Austin,540,Education,Austin,"Austin-Round Rock-Georgetown, TX",78701,2015
939,Archimedes,83,24,archimedesrx.com,Tennessee,Brentwood,540,Health Services,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37027,2016
940,TyCa Industries,7,1,tycaindustries.com,North Carolina,Lincolnton,540,Manufacturing,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28092,2015
941,CollegeAPP,13,3,yourcollegeapp.com,California,La Canada Flintridge,539,Education,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91011,2019
942,Diamond Peak Recruiting,18,4,dmndpkrec.com,Illinois,Evanston,539,Human Resources,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60202,2018
943,Serenity Kids,29,21,myserenitykids.com,Texas,Austin,538,Food & Beverage,Austin,"Austin-Round Rock-Georgetown, TX",78735,2018
944,ANA,186,27,anacorp.com,Nevada,Henderson,537,Construction,Las Vegas,"Las Vegas-Henderson-Paradise, NV",89052,2017
945,Synergistic,25,8,synergistic.io,Ohio,Cincinnati,537,Advertising & Marketing,Cincinnati,"Cincinnati, OH-KY-IN",45241,2014
946,Cyber Security Innovations,33,3,csinnovations.net,Maryland,Hyattsville,537,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20785,2012
947,5Boys Apparel,63,18,5boysapparel.com,Alabama,MADISON,536,Consumer Products,Huntsville,"Huntsville, AL",35758,2010
948,WeCreate Media,19,14,wecreate.one,Indiana,Valparaiso,536,Advertising & Marketing,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",46383,2012
949,Sonoran Roots,249,49,sonoranroots.com,Arizona,Tempe,536,Health Products,,,85288,2018
950,ALTITUDE AERO,6,2,http://altitudeaero.net,Florida,TAMPA,536,Logistics & Transportation,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33619,2017
951,Monarchy Media,24,4,monarchy.io,Florida,Clearwater,535,Advertising & Marketing,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33755,2018
952,Cover Desk,16,5,coverdesk.com,Texas,Austin,535,Human Resources,Austin,"Austin-Round Rock-Georgetown, TX",78758,2018
953,Fairmarkit,94,61,http://fairmarkit.com,Massachusetts,Boston,534,Software,Boston,"Boston-Cambridge-Newton, MA-NH",2108,2017
954,Mad Rabbit,14,3,http://madrabbit.com,California,Los Angeles,534,Consumer Products,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90021,2019
955,Athletic Brewing Company,245,120,http://athleticbrewing.com,Connecticut,Milford,533,Food & Beverage,New Haven,"New Haven-Milford, CT",6460,2018
956,TalentCraft,33,11,talentcraft.com,Illinois,Oak Brook,533,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60523,2018
957,Artera,299,140,artera.io,California,Santa Barbara,531,Software,,"Santa Maria-Santa Barbara, CA",93101,2015
958,Relay,158,84,relaypro.com,North Carolina,Raleigh,531,Telecommunications,Raleigh,"Raleigh-Cary, NC",27609,2011
959,Aurora Solar,528,103,aurorasolar.com,California,San Francisco,531,Software,San Francisco,"San Francisco-Oakland-Berkeley, CA",94120,2013
960,Branch,202,89,http://branchapp.com,Florida,Tampa Bay,531,Financial Services,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33602,2015
961,Facet,234,212,facet.com,Maryland,Baltimore,528,Financial Services,Baltimore,"Baltimore-Columbia-Towson, MD",21202,2016
962,Real Time Technologies (RT²),180,50,http://rt2.com,Florida,Miami,527,Software,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33131,2013
963,Fundingo,25,10,fundingo.com,California,Sherman Oaks,527,Software,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91403,2015
964,CargoSense,30,14,cargosense.com,Virginia,Reston,526,Software,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20191,2012
965,Supreme Jewelers,9,3,supremejewelers.com,Texas,Friendswood,525,Retail,Houston,"Houston-The Woodlands-Sugar Land, TX",77546,2017
966,Open Water,19,6,drinkopenwater.com,Illinois,Chicago,525,Food & Beverage,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60609,2011
967,Pentera,338,97,http://pentera.io,Massachusetts,Burlington,525,Security,Boston,"Boston-Cambridge-Newton, MA-NH",1803,2015
968,Strategic Claim Consultants,34,11,strongclaims.com,Georgia,Atlanta,524,Insurance,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30360,2016
969,iVenture Accounting Group,32,7,iventureaccountinggroup.com,Maryland,Rockville,524,Financial Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20852,2019
970,Jake Rosen Entertainment,15,4,jakerosenentertainment.com,New York,Sleepy Hollow,524,Media,New York,"New York-Newark-Jersey City, NY-NJ-PA",10591,2019
971,Neocol,115,25,neocol.com,Illinois,Chicago,524,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60612,2004
972,ADVOCATE - Residential Construction Advisors,6,2,advocate-rca.com,Arizona,Scottsdale,523,Construction,Phoenix,"Phoenix-Mesa-Chandler, AZ",85253,2016
973,SOV Media,6,1,mysov.com,Nevada,Las Vegas,523,Advertising & Marketing,Las Vegas,"Las Vegas-Henderson-Paradise, NV",89134,2016
974,SellersFi,130,57,sellersfi.com,Florida,Weston,523,Financial Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33326,2017
975,Forme,4,8,forme.science,California,Los Angeles,522,Health Products,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90064,2018
976,Bright Lake Wealth Management,9,1,brightlakewealth.com,California,Redding,522,Financial Services,,"Redding, CA",96003,2019
977,British Swim School,21,8,britishswimschool.com,Virginia,Virginia Beach,521,Consumer Services,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",23452,1981
978,HotelPlanner,130,100,hotelplanner.com,Florida,West Palm Beach,521,Travel & Hospitality,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33401,2003
979,Transformations Care Network,1292,546,transformationsnetwork.com,Massachusetts,Taunton,520,Health Services,Providence,"Providence-Warwick, RI-MA",2780,2019
980,Lasso Capital,43,2,lasso.capital,New York,New York,520,Real Estate,New York,"New York-Newark-Jersey City, NY-NJ-PA",10016,2019
981,Double Good Virtual Fundraising,315,110,http://doublegood.com,Illinois,Burr Ridge,520,Consumer Products,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60527,1998
982,e-mailMarketing.com,10,10,emailparamedic.com,Florida,St Petersburg,519,Advertising & Marketing,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33703,2019
983,Stord,616,117,stord.com,Georgia,Union City,519,Logistics & Transportation,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30291,2015
984,Clevr Blends,9,3,clevrblends.com,California,Santa Barbara,518,Food & Beverage,,"Santa Maria-Santa Barbara, CA",93101,2016
985,Zale Management,16,3,zalemedia.net,Florida,Doral,518,Advertising & Marketing,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33166,2019
986,Apotheca Cannabis Dispensaries,177,63,apotheca.org,North Carolina,Cornelius,517,Retail,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28031,2010
987,Robolink,7,5,robolink.com,California,San Diego,517,Business Products & Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92122,2012
988,Rocky Mountain West Insurance,20,9,rockyquote.com,Colorado,Grand Junction,517,Insurance,,"Grand Junction, CO",81501,2005
989,Fora Group,9,7,http://foragroup.io,New York,Brooklyn,517,Media,New York,"New York-Newark-Jersey City, NY-NJ-PA",11201,2018
990,Goodwipes,9,5,goodwipes.com,Georgia,atlanta,517,Consumer Products,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30307,2013
991,TransLoop,107,19,http://transloop.io,Illinois,Chicago,516,Logistics & Transportation,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60606,2019
992,Lynkwell,100,8,http://www.lynkwell.com,New York,Schenectady,515,Energy,Albany,"Albany-Schenectady-Troy, NY",12308,2016
993,BEST PRACTICE MEDICINE,337,216,bestpracticemedicine.com,Montana,Bozeman,515,Health Services,,,59715,2015
994,Advanced Program Analytics,42,20,http://apa-llc.us,Virginia,Dumfries,513,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22025,2013
995,Terra Kaffe,30,7,terrakaffe.com,New York,Brooklyn,513,Food & Beverage,New York,"New York-Newark-Jersey City, NY-NJ-PA",11222,2018
996,Sabai Design,10,3,sabai.design,New York,New York,512,Consumer Products,New York,"New York-Newark-Jersey City, NY-NJ-PA",10035,2019
997,Emonics,1506,105,emonics.com,New Jersey,Piscataway,512,Human Resources,New York,"New York-Newark-Jersey City, NY-NJ-PA",8854,2016
